"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value","Flag and Footnotes"
"2016M07","European Union (28 countries)","Extra EU-28","Total","Total","Asylum applicant","Person","114 330","d"
"2016M07","European Union (28 countries)","Extra EU-28","Total","Total","First time applicant","Person","110 530","d"
"2016M07","European Union (28 countries)","Syria","Total","Total","Asylum applicant","Person","28 250","d"
"2016M07","European Union (28 countries)","Syria","Total","Total","First time applicant","Person","28 060","d"
"2016M07","Belgium","Extra EU-28","Total","Total","Asylum applicant","Person","1 275",""
"2016M07","Belgium","Extra EU-28","Total","Total","First time applicant","Person","1 035",""
"2016M07","Belgium","Syria","Total","Total","Asylum applicant","Person","195",""
"2016M07","Belgium","Syria","Total","Total","First time applicant","Person","195",""
"2016M07","Bulgaria","Extra EU-28","Total","Total","Asylum applicant","Person","1 545",""
"2016M07","Bulgaria","Extra EU-28","Total","Total","First time applicant","Person","1 505",""
"2016M07","Bulgaria","Syria","Total","Total","Asylum applicant","Person","155",""
"2016M07","Bulgaria","Syria","Total","Total","First time applicant","Person","150",""
"2016M07","Czech Republic","Extra EU-28","Total","Total","Asylum applicant","Person","110",""
"2016M07","Czech Republic","Extra EU-28","Total","Total","First time applicant","Person","85",""
"2016M07","Czech Republic","Syria","Total","Total","Asylum applicant","Person","15",""
"2016M07","Czech Republic","Syria","Total","Total","First time applicant","Person","15",""
"2016M07","Denmark","Extra EU-28","Total","Total","Asylum applicant","Person","400",""
"2016M07","Denmark","Extra EU-28","Total","Total","First time applicant","Person","395",""
"2016M07","Denmark","Syria","Total","Total","Asylum applicant","Person","65",""
"2016M07","Denmark","Syria","Total","Total","First time applicant","Person","65",""
"2016M07","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Asylum applicant","Person","74 390",""
"2016M07","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","First time applicant","Person","72 975",""
"2016M07","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Asylum applicant","Person","22 560",""
"2016M07","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","First time applicant","Person","22 490",""
"2016M07","Estonia","Extra EU-28","Total","Total","Asylum applicant","Person","10",""
"2016M07","Estonia","Extra EU-28","Total","Total","First time applicant","Person","10",""
"2016M07","Estonia","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M07","Estonia","Syria","Total","Total","First time applicant","Person","0",""
"2016M07","Ireland","Extra EU-28","Total","Total","Asylum applicant","Person","165",""
"2016M07","Ireland","Extra EU-28","Total","Total","First time applicant","Person","160",""
"2016M07","Ireland","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M07","Ireland","Syria","Total","Total","First time applicant","Person","0",""
"2016M07","Greece","Extra EU-28","Total","Total","Asylum applicant","Person","4 010",""
"2016M07","Greece","Extra EU-28","Total","Total","First time applicant","Person","3 940",""
"2016M07","Greece","Syria","Total","Total","Asylum applicant","Person","2 615",""
"2016M07","Greece","Syria","Total","Total","First time applicant","Person","2 610",""
"2016M07","Spain","Extra EU-28","Total","Total","Asylum applicant","Person","1 025",""
"2016M07","Spain","Extra EU-28","Total","Total","First time applicant","Person","1 005",""
"2016M07","Spain","Syria","Total","Total","Asylum applicant","Person","175",""
"2016M07","Spain","Syria","Total","Total","First time applicant","Person","165",""
"2016M07","France","Extra EU-28","Total","Total","Asylum applicant","Person","6 590",""
"2016M07","France","Extra EU-28","Total","Total","First time applicant","Person","6 035",""
"2016M07","France","Syria","Total","Total","Asylum applicant","Person","435",""
"2016M07","France","Syria","Total","Total","First time applicant","Person","435",""
"2016M07","Croatia","Extra EU-28","Total","Total","Asylum applicant","Person","75",""
"2016M07","Croatia","Extra EU-28","Total","Total","First time applicant","Person","75",""
"2016M07","Croatia","Syria","Total","Total","Asylum applicant","Person","10",""
"2016M07","Croatia","Syria","Total","Total","First time applicant","Person","10",""
"2016M07","Italy","Extra EU-28","Total","Total","Asylum applicant","Person","11 065",""
"2016M07","Italy","Extra EU-28","Total","Total","First time applicant","Person","10 890",""
"2016M07","Italy","Syria","Total","Total","Asylum applicant","Person","70",""
"2016M07","Italy","Syria","Total","Total","First time applicant","Person","70",""
"2016M07","Cyprus","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M07","Cyprus","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M07","Cyprus","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M07","Cyprus","Syria","Total","Total","First time applicant","Person",":",""
"2016M07","Latvia","Extra EU-28","Total","Total","Asylum applicant","Person","25",""
"2016M07","Latvia","Extra EU-28","Total","Total","First time applicant","Person","25",""
"2016M07","Latvia","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M07","Latvia","Syria","Total","Total","First time applicant","Person","0",""
"2016M07","Lithuania","Extra EU-28","Total","Total","Asylum applicant","Person","40",""
"2016M07","Lithuania","Extra EU-28","Total","Total","First time applicant","Person","35",""
"2016M07","Lithuania","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M07","Lithuania","Syria","Total","Total","First time applicant","Person","5",""
"2016M07","Luxembourg","Extra EU-28","Total","Total","Asylum applicant","Person","140",""
"2016M07","Luxembourg","Extra EU-28","Total","Total","First time applicant","Person","120",""
"2016M07","Luxembourg","Syria","Total","Total","Asylum applicant","Person","20",""
"2016M07","Luxembourg","Syria","Total","Total","First time applicant","Person","20",""
"2016M07","Hungary","Extra EU-28","Total","Total","Asylum applicant","Person","1 865",""
"2016M07","Hungary","Extra EU-28","Total","Total","First time applicant","Person","1 750",""
"2016M07","Hungary","Syria","Total","Total","Asylum applicant","Person","515",""
"2016M07","Hungary","Syria","Total","Total","First time applicant","Person","515",""
"2016M07","Malta","Extra EU-28","Total","Total","Asylum applicant","Person","155",""
"2016M07","Malta","Extra EU-28","Total","Total","First time applicant","Person","130",""
"2016M07","Malta","Syria","Total","Total","Asylum applicant","Person","20",""
"2016M07","Malta","Syria","Total","Total","First time applicant","Person","15",""
"2016M07","Netherlands","Extra EU-28","Total","Total","Asylum applicant","Person","1 595",""
"2016M07","Netherlands","Extra EU-28","Total","Total","First time applicant","Person","1 420",""
"2016M07","Netherlands","Syria","Total","Total","Asylum applicant","Person","130",""
"2016M07","Netherlands","Syria","Total","Total","First time applicant","Person","125",""
"2016M07","Austria","Extra EU-28","Total","Total","Asylum applicant","Person","3 075",""
"2016M07","Austria","Extra EU-28","Total","Total","First time applicant","Person","2 910",""
"2016M07","Austria","Syria","Total","Total","Asylum applicant","Person","640",""
"2016M07","Austria","Syria","Total","Total","First time applicant","Person","640",""
"2016M07","Poland","Extra EU-28","Total","Total","Asylum applicant","Person","1 120",""
"2016M07","Poland","Extra EU-28","Total","Total","First time applicant","Person","1 045",""
"2016M07","Poland","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M07","Poland","Syria","Total","Total","First time applicant","Person","0",""
"2016M07","Portugal","Extra EU-28","Total","Total","Asylum applicant","Person","95",""
"2016M07","Portugal","Extra EU-28","Total","Total","First time applicant","Person","70",""
"2016M07","Portugal","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M07","Portugal","Syria","Total","Total","First time applicant","Person","0",""
"2016M07","Romania","Extra EU-28","Total","Total","Asylum applicant","Person","115",""
"2016M07","Romania","Extra EU-28","Total","Total","First time applicant","Person","115",""
"2016M07","Romania","Syria","Total","Total","Asylum applicant","Person","55",""
"2016M07","Romania","Syria","Total","Total","First time applicant","Person","55",""
"2016M07","Slovenia","Extra EU-28","Total","Total","Asylum applicant","Person","40",""
"2016M07","Slovenia","Extra EU-28","Total","Total","First time applicant","Person","35",""
"2016M07","Slovenia","Syria","Total","Total","Asylum applicant","Person","10",""
"2016M07","Slovenia","Syria","Total","Total","First time applicant","Person","10",""
"2016M07","Slovakia","Extra EU-28","Total","Total","Asylum applicant","Person","5",""
"2016M07","Slovakia","Extra EU-28","Total","Total","First time applicant","Person","0",""
"2016M07","Slovakia","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M07","Slovakia","Syria","Total","Total","First time applicant","Person","0",""
"2016M07","Finland","Extra EU-28","Total","Total","Asylum applicant","Person","360",""
"2016M07","Finland","Extra EU-28","Total","Total","First time applicant","Person","335",""
"2016M07","Finland","Syria","Total","Total","Asylum applicant","Person","60",""
"2016M07","Finland","Syria","Total","Total","First time applicant","Person","60",""
"2016M07","Sweden","Extra EU-28","Total","Total","Asylum applicant","Person","2 145",""
"2016M07","Sweden","Extra EU-28","Total","Total","First time applicant","Person","1 550",""
"2016M07","Sweden","Syria","Total","Total","Asylum applicant","Person","390",""
"2016M07","Sweden","Syria","Total","Total","First time applicant","Person","300",""
"2016M07","United Kingdom","Extra EU-28","Total","Total","Asylum applicant","Person","2 905",""
"2016M07","United Kingdom","Extra EU-28","Total","Total","First time applicant","Person","2 870",""
"2016M07","United Kingdom","Syria","Total","Total","Asylum applicant","Person","110",""
"2016M07","United Kingdom","Syria","Total","Total","First time applicant","Person","110",""
"2016M07","Iceland","Extra EU-28","Total","Total","Asylum applicant","Person","40",""
"2016M07","Iceland","Extra EU-28","Total","Total","First time applicant","Person","40",""
"2016M07","Iceland","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M07","Iceland","Syria","Total","Total","First time applicant","Person","0",""
"2016M07","Liechtenstein","Extra EU-28","Total","Total","Asylum applicant","Person","10",""
"2016M07","Liechtenstein","Extra EU-28","Total","Total","First time applicant","Person","10",""
"2016M07","Liechtenstein","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M07","Liechtenstein","Syria","Total","Total","First time applicant","Person","0",""
"2016M07","Norway","Extra EU-28","Total","Total","Asylum applicant","Person","265",""
"2016M07","Norway","Extra EU-28","Total","Total","First time applicant","Person","255",""
"2016M07","Norway","Syria","Total","Total","Asylum applicant","Person","45",""
"2016M07","Norway","Syria","Total","Total","First time applicant","Person","45",""
"2016M07","Switzerland","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M07","Switzerland","Extra EU-28","Total","Total","First time applicant","Person","2 360",""
"2016M07","Switzerland","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M07","Switzerland","Syria","Total","Total","First time applicant","Person","110",""
"2016M07","Total","Extra EU-28","Total","Total","Asylum applicant","Person","114 645","d"
"2016M07","Total","Extra EU-28","Total","Total","First time applicant","Person","113 200","d"
"2016M07","Total","Syria","Total","Total","Asylum applicant","Person","28 300","d"
"2016M07","Total","Syria","Total","Total","First time applicant","Person","28 220","d"
"2016M08","European Union (28 countries)","Extra EU-28","Total","Total","Asylum applicant","Person","103 170","d"
"2016M08","European Union (28 countries)","Extra EU-28","Total","Total","First time applicant","Person","100 000","d"
"2016M08","European Union (28 countries)","Syria","Total","Total","Asylum applicant","Person","27 775","d"
"2016M08","European Union (28 countries)","Syria","Total","Total","First time applicant","Person","27 585","d"
"2016M08","Belgium","Extra EU-28","Total","Total","Asylum applicant","Person","1 665",""
"2016M08","Belgium","Extra EU-28","Total","Total","First time applicant","Person","1 250",""
"2016M08","Belgium","Syria","Total","Total","Asylum applicant","Person","180",""
"2016M08","Belgium","Syria","Total","Total","First time applicant","Person","155",""
"2016M08","Bulgaria","Extra EU-28","Total","Total","Asylum applicant","Person","2 775",""
"2016M08","Bulgaria","Extra EU-28","Total","Total","First time applicant","Person","2 750",""
"2016M08","Bulgaria","Syria","Total","Total","Asylum applicant","Person","335",""
"2016M08","Bulgaria","Syria","Total","Total","First time applicant","Person","335",""
"2016M08","Czech Republic","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M08","Czech Republic","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M08","Czech Republic","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M08","Czech Republic","Syria","Total","Total","First time applicant","Person",":",""
"2016M08","Denmark","Extra EU-28","Total","Total","Asylum applicant","Person","295",""
"2016M08","Denmark","Extra EU-28","Total","Total","First time applicant","Person","285",""
"2016M08","Denmark","Syria","Total","Total","Asylum applicant","Person","35",""
"2016M08","Denmark","Syria","Total","Total","First time applicant","Person","35",""
"2016M08","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Asylum applicant","Person","91 260",""
"2016M08","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","First time applicant","Person","89 690",""
"2016M08","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Asylum applicant","Person","26 260",""
"2016M08","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","First time applicant","Person","26 210",""
"2016M08","Estonia","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M08","Estonia","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M08","Estonia","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M08","Estonia","Syria","Total","Total","First time applicant","Person",":",""
"2016M08","Ireland","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M08","Ireland","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M08","Ireland","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M08","Ireland","Syria","Total","Total","First time applicant","Person",":",""
"2016M08","Greece","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M08","Greece","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M08","Greece","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M08","Greece","Syria","Total","Total","First time applicant","Person",":",""
"2016M08","Spain","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M08","Spain","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M08","Spain","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M08","Spain","Syria","Total","Total","First time applicant","Person",":",""
"2016M08","France","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M08","France","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M08","France","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M08","France","Syria","Total","Total","First time applicant","Person",":",""
"2016M08","Croatia","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M08","Croatia","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M08","Croatia","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M08","Croatia","Syria","Total","Total","First time applicant","Person",":",""
"2016M08","Italy","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M08","Italy","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M08","Italy","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M08","Italy","Syria","Total","Total","First time applicant","Person",":",""
"2016M08","Cyprus","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M08","Cyprus","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M08","Cyprus","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M08","Cyprus","Syria","Total","Total","First time applicant","Person",":",""
"2016M08","Latvia","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M08","Latvia","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M08","Latvia","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M08","Latvia","Syria","Total","Total","First time applicant","Person",":",""
"2016M08","Lithuania","Extra EU-28","Total","Total","Asylum applicant","Person","65",""
"2016M08","Lithuania","Extra EU-28","Total","Total","First time applicant","Person","65",""
"2016M08","Lithuania","Syria","Total","Total","Asylum applicant","Person","30",""
"2016M08","Lithuania","Syria","Total","Total","First time applicant","Person","30",""
"2016M08","Luxembourg","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M08","Luxembourg","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M08","Luxembourg","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M08","Luxembourg","Syria","Total","Total","First time applicant","Person",":",""
"2016M08","Hungary","Extra EU-28","Total","Total","Asylum applicant","Person","1 400",""
"2016M08","Hungary","Extra EU-28","Total","Total","First time applicant","Person","1 260",""
"2016M08","Hungary","Syria","Total","Total","Asylum applicant","Person","285",""
"2016M08","Hungary","Syria","Total","Total","First time applicant","Person","285",""
"2016M08","Malta","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M08","Malta","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M08","Malta","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M08","Malta","Syria","Total","Total","First time applicant","Person",":",""
"2016M08","Netherlands","Extra EU-28","Total","Total","Asylum applicant","Person","1 830",""
"2016M08","Netherlands","Extra EU-28","Total","Total","First time applicant","Person","1 665",""
"2016M08","Netherlands","Syria","Total","Total","Asylum applicant","Person","115",""
"2016M08","Netherlands","Syria","Total","Total","First time applicant","Person","110",""
"2016M08","Austria","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M08","Austria","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M08","Austria","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M08","Austria","Syria","Total","Total","First time applicant","Person",":",""
"2016M08","Poland","Extra EU-28","Total","Total","Asylum applicant","Person","870",""
"2016M08","Poland","Extra EU-28","Total","Total","First time applicant","Person","765",""
"2016M08","Poland","Syria","Total","Total","Asylum applicant","Person","5",""
"2016M08","Poland","Syria","Total","Total","First time applicant","Person","5",""
"2016M08","Portugal","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M08","Portugal","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M08","Portugal","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M08","Portugal","Syria","Total","Total","First time applicant","Person",":",""
"2016M08","Romania","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M08","Romania","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M08","Romania","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M08","Romania","Syria","Total","Total","First time applicant","Person",":",""
"2016M08","Slovenia","Extra EU-28","Total","Total","Asylum applicant","Person","120",""
"2016M08","Slovenia","Extra EU-28","Total","Total","First time applicant","Person","120",""
"2016M08","Slovenia","Syria","Total","Total","Asylum applicant","Person","45",""
"2016M08","Slovenia","Syria","Total","Total","First time applicant","Person","45",""
"2016M08","Slovakia","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M08","Slovakia","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M08","Slovakia","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M08","Slovakia","Syria","Total","Total","First time applicant","Person",":",""
"2016M08","Finland","Extra EU-28","Total","Total","Asylum applicant","Person","475",""
"2016M08","Finland","Extra EU-28","Total","Total","First time applicant","Person","460",""
"2016M08","Finland","Syria","Total","Total","Asylum applicant","Person","100",""
"2016M08","Finland","Syria","Total","Total","First time applicant","Person","100",""
"2016M08","Sweden","Extra EU-28","Total","Total","Asylum applicant","Person","2 410",""
"2016M08","Sweden","Extra EU-28","Total","Total","First time applicant","Person","1 690",""
"2016M08","Sweden","Syria","Total","Total","Asylum applicant","Person","390",""
"2016M08","Sweden","Syria","Total","Total","First time applicant","Person","285",""
"2016M08","United Kingdom","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M08","United Kingdom","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M08","United Kingdom","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M08","United Kingdom","Syria","Total","Total","First time applicant","Person",":",""
"2016M08","Iceland","Extra EU-28","Total","Total","Asylum applicant","Person","65",""
"2016M08","Iceland","Extra EU-28","Total","Total","First time applicant","Person","65",""
"2016M08","Iceland","Syria","Total","Total","Asylum applicant","Person","0",""
"2016M08","Iceland","Syria","Total","Total","First time applicant","Person","0",""
"2016M08","Liechtenstein","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M08","Liechtenstein","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M08","Liechtenstein","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M08","Liechtenstein","Syria","Total","Total","First time applicant","Person",":",""
"2016M08","Norway","Extra EU-28","Total","Total","Asylum applicant","Person","305",""
"2016M08","Norway","Extra EU-28","Total","Total","First time applicant","Person","290",""
"2016M08","Norway","Syria","Total","Total","Asylum applicant","Person","60",""
"2016M08","Norway","Syria","Total","Total","First time applicant","Person","60",""
"2016M08","Switzerland","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M08","Switzerland","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M08","Switzerland","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M08","Switzerland","Syria","Total","Total","First time applicant","Person",":",""
"2016M08","Total","Extra EU-28","Total","Total","Asylum applicant","Person","103 545","d"
"2016M08","Total","Extra EU-28","Total","Total","First time applicant","Person","100 355","d"
"2016M08","Total","Syria","Total","Total","Asylum applicant","Person","27 835","d"
"2016M08","Total","Syria","Total","Total","First time applicant","Person","27 650","d"
"2016M09","European Union (28 countries)","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","European Union (28 countries)","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","European Union (28 countries)","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","European Union (28 countries)","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Belgium","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Belgium","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Belgium","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Belgium","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Bulgaria","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Bulgaria","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Bulgaria","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Bulgaria","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Czech Republic","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Czech Republic","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Czech Republic","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Czech Republic","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Denmark","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Denmark","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Denmark","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Denmark","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Estonia","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Estonia","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Estonia","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Estonia","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Ireland","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Ireland","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Ireland","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Ireland","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Greece","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Greece","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Greece","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Greece","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Spain","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Spain","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Spain","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Spain","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","France","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","France","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","France","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","France","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Croatia","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Croatia","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Croatia","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Croatia","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Italy","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Italy","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Italy","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Italy","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Cyprus","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Cyprus","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Cyprus","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Cyprus","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Latvia","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Latvia","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Latvia","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Latvia","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Lithuania","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Lithuania","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Lithuania","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Lithuania","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Luxembourg","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Luxembourg","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Luxembourg","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Luxembourg","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Hungary","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Hungary","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Hungary","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Hungary","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Malta","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Malta","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Malta","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Malta","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Netherlands","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Netherlands","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Netherlands","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Netherlands","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Austria","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Austria","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Austria","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Austria","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Poland","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Poland","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Poland","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Poland","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Portugal","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Portugal","Extra EU-28","Total","Total","First time applicant","Person",":",""
"2016M09","Portugal","Syria","Total","Total","Asylum applicant","Person",":",""
"2016M09","Portugal","Syria","Total","Total","First time applicant","Person",":",""
"2016M09","Romania","Extra EU-28","Total","Total","Asylum applicant","Person",":",""
"2016M09","Romania","Extra EU-28","Total","Total","First time applicant","Person",":",""
